Subject,number,title,crn,credits,capacity,availability,days,startTime,endTime,instructor
ENTO,491,RESEARCH,16642,0-4,0,0,,TBA,TBA,Patricia Pietrantonio (P)
ENTO,491,RESEARCH,16644,0-4,0,0,,TBA,TBA,Aaron M. Tarone (P)
ENTO,491,RESEARCH,18725,0-4,0,0,,TBA,TBA,Gabriel L. Hamer (P)
ENTO,491,RESEARCH,16653,0-4,0,0,,TBA,TBA,Gregory Sword (P)
ENTO,491,RESEARCH,20784,0-4,0,0,,TBA,TBA,Juliana Rangel Posada (P)
ENTO,491,RESEARCH,16647,0-4,0,0,,TBA,TBA,Keyan Zhu Salzman (P)
ENTO,491,RESEARCH,24090,0-4,0,0,,TBA,TBA,Hojun Song (P)
ENTO,491,RESEARCH,16648,0-4,0,0,,TBA,TBA,Robert Coulson (P)
ENTO,491,RESEARCH,16649,0-4,0,0,,TBA,TBA,Pete Teel (P)
ENTO,491,RESEARCH,16630,0-4,0,0,,TBA,TBA,J Johnston (P)
ENTO,491,RESEARCH,16645,0-4,0,0,,TBA,TBA,James Woolley (P)
ENTO,491,RESEARCH,24091,0-4,0,0,,TBA,TBA,Lloyd Wilson (P)
ENTO,491,RESEARCH,16651,0-4,0,0,,TBA,TBA,Kevin Heinz (P)
ENTO,491,RESEARCH,16652,0-4,0,0,,TBA,TBA,John Oswald (P)
ENTO,615,INSECT PHYSIOLOGY,16654,3,15,12,MWF,09:10 am,10:00 am,Patricia Pietrantonio (P)
ENTO,617,ACAROLOGY,27099,4,10,5,TR,09:35 am,10:50 am,Pete Teel (P)
ENTO,617,ACAROLOGY,27099,4,10,5,T,02:20 pm,05:10 pm,Pete Teel
ENTO,628,ARTH GENOMES & GENE EXPR,26009,3,0,-4,TR,11:10 am,12:25 pm,Craig Coates (P)
ENTO,631,PRNCL OF INTGRT PST MGMT,27100,3,10,2,M,01:50 pm,04:40 pm,Raul Medina
ENTO,631,PRNCL OF INTGRT PST MGMT,27100,3,10,2,TR,11:10 am,12:00 pm,Raul Medina (P)
ENTO,681,SEMINAR,11313,1,18,9,T,12:45 pm,01:45 pm,TBA
ENTO,689,SPTP: PROF GRANT & CONT WRIT,28990,3,15,13,R,08:00 am,11:00 am," ""Juliana Rangel Posada (P)"
ENTO,689,SPTP: INSECT BEH NAT HIST,29178,3,15,10,MW,12:40 pm,01:30 pm,Hojun Song (P)
ENTO,689,SPTP: INSECT BEH NAT HIST,29178,3,15,10,W,01:50 pm,04:40 pm,Hojun Song
ENTO,690,THEORY OF RESEARCH,11314,1,60,48,R,03:55 pm,04:45 pm,Gabriel L. Hamer (P)
ENTO,691,RESEARCH,15047,23-Jan,10,10,,TBA,TBA,Craig Coates (P)
ENTO,691,RESEARCH,13734,23-Jan,10,9,,TBA,TBA,Spencer Behmer (P)
ENTO,691,RESEARCH,13735,23-Jan,10,9,,TBA,TBA,Julio Bernal (P)
ENTO,691,RESEARCH,13736,23-Jan,10,10,,TBA,TBA,Raul Medina (P)
ENTO,691,RESEARCH,13737,23-Jan,10,10,,TBA,TBA,Micky Eubanks (P)
ENTO,691,RESEARCH,13738,23-Jan,11,7,,TBA,TBA,Jeffery Tomberlin (P)
ENTO,691,RESEARCH,13739,23-Jan,10,10,,TBA,TBA,Cecilia Tamborindeguy (P)
ENTO,691,RESEARCH,24093,23-Jan,10,6,,TBA,TBA,Edward L. Vargo (P)
ENTO,691,RESEARCH,13741,23-Jan,10,8,,TBA,TBA,Michel Slotman (P)
ENTO,691,RESEARCH,13742,23-Jan,10,10,,TBA,TBA,Patricia Pietrantonio (P)
ENTO,691,RESEARCH,13743,23-Jan,10,9,,TBA,TBA,Aaron M. Tarone (P)
ENTO,691,RESEARCH,19148,23-Jan,10,8,,TBA,TBA,Gabriel L. Hamer (P)
ENTO,691,RESEARCH,15509,23-Jan,10,10,,TBA,TBA,Gregory Sword (P)
ENTO,691,RESEARCH,21017,23-Jan,10,8,,TBA,TBA,Juliana Rangel Posada (P)
ENTO,691,RESEARCH,16656,23-Jan,10,10,,TBA,TBA,Keyan Zhu Salzman (P)
ENTO,691,RESEARCH,24094,23-Jan,10,10,,TBA,TBA,Hojun Song (P)
ENTO,691,RESEARCH,13745,23-Jan,10,9,,TBA,TBA,Robert Coulson (P)
ENTO,691,RESEARCH,16657,23-Jan,10,7,,TBA,TBA,Pete Teel (P)
ENTO,691,RESEARCH,13746,23-Jan,10,9,,TBA,TBA,J Johnston (P)
ENTO,691,RESEARCH,13747,23-Jan,10,10,,TBA,TBA,James Woolley (P)
ENTO,691,RESEARCH,26321,23-Jan,10,8,,TBA,TBA,Michael J. Brewer (P)
ENTO,691,RESEARCH,24096,23-Jan,10,10,,TBA,TBA,Lloyd Wilson (P)
ENTO,691,RESEARCH,13748,23-Jan,10,9,,TBA,TBA,Roger Gold (P)
ENTO,691,RESEARCH,16658,23-Jan,10,9,,TBA,TBA,Kevin Heinz (P)
ENTO,691,RESEARCH,13749,23-Jan,10,9,,TBA,TBA,John Oswald (P)
EPFB,210,FAMILY INVOLVE & EMPOWER,11315,3,25,-3,TR,11:10 am,12:25 pm,Marcia L. Montague (P)
EPFB,210,FAMILY INVOLVE & EMPOWER,28988,3,28,21,MWF,08:00 am,08:50 am,Marcia L. Montague (P)
EPFB,301,TEACHING SKILLS I,21573,3,25,0,M,02:15 pm,03:30 pm,Constance Fournier (P)
EPFB,401,TEACHING SKILLS II,21574,3,13,0,T,04:00 pm,05:00 pm,Glenda E. Byrns (P)
EPSY,320,CHILD DEV FOR EDCATORS,11316,3,20,0,TR,03:55 pm,05:10 pm,Joyce E. Juntune (P)
EPSY,321,ADOL DEV FOR EDUCATORS,11317,3,25,1,W,01:35 pm,04:00 pm,Robert S. Woodward (P)
EPSY,430,HNR-CREATIVITY THEORY RESRCH,11318,3,10,9,R,03:55 pm,06:30 pm,Robert S. Woodward (P)
EPSY,430,CREATIVITY THEORY RESRCH,11319,3,90,51,R,03:55 pm,06:30 pm,Robert S. Woodward (P)
EPSY,432,HNR-CREATIVITY PROBLEM SOLV,28778,3,5,5,W,01:50 pm,04:05 pm,TBA
EPSY,432,CREATIVITY PROBLEM SOLV,27169,3,25,6,W,01:50 pm,04:05 pm,Joyce E. Juntune (P)
EPSY,435,EDUCATIONAL STATISTICS,11320,3,25,-3,TR,09:35 am,10:50 am,Robert Hall (P)
EPSY,435,EDUCATIONAL STATISTICS,28644,3,10,0,TR,11:10 am,12:25 pm,Robert Hall (P)
EPSY,484,FIELD EXPERIENCES,17783,0-6,0,0,,TBA,TBA,Marcia L. Montague (P)
EPSY,484,FIELD EXPERIENCES,15548,0-6,0,-1,,TBA,TBA,Constance Fournier (P)
EPSY,484,FIELD EXPERIENCES,15549,0-6,0,-1,,TBA,TBA,Constance Fournier (P)
EPSY,485,HNR-DIRECTED STUDIES,15665,0-4,0,0,,TBA,TBA,Robert S. Woodward (P)
EPSY,485,DIRECTED STUDIES,20016,0-4,0,0,,TBA,TBA,Glenda E. Byrns (P)
EPSY,485,DIRECTED STUDIES,25438,0-4,10,8,,TBA,TBA,Steven Woltering (P)
EPSY,485,DIRECTED STUDIES,17716,0-4,0,0,,TBA,TBA,Jamilia Blake (P)
EPSY,485,DIRECTED STUDIES,15833,0-4,10,10,,TBA,TBA,Charles Ridley (P)
EPSY,485,DIRECTED STUDIES,15332,0-4,0,0,,TBA,TBA,Jan Hughes (P)
EPSY,485,DIRECTED STUDIES,14385,0-4,10,5,,TBA,TBA,Joyce E. Juntune (P)
EPSY,485,DIRECTED STUDIES,16161,0-4,0,0,,TBA,TBA,Jennifer Ganz (P)
EPSY,485,DIRECTED STUDIES,14908,0-4,5,5,,TBA,TBA,Jeffrey Liew (P)
EPSY,485,DIRECTED STUDIES,26078,0-4,0,0,,TBA,TBA,Patricia S. Lynch (P)
EPSY,605,EFF CULTR DIV POV CHILD,21049,3,15,2,R,09:00 am,12:00 pm,Jamilia Blake (P)
EPSY,625,ADV PSYCHOMETRIC THEORY,11321,3,20,0,T,09:35 am,12:15 pm,Myeongsun Yoon (P)
EPSY,634,EDUCATIONAL NEUROSCIENCE (Syllabus),28647,3,20,10,W,04:00 pm,07:00 pm,Steven Woltering (P)
EPSY,635,EDUCATIONAL STATISTICS,11322,3,10,0,TR,11:10 am,12:25 pm,Robert Hall (P)
EPSY,636,TECHNIQUES OF RESEARCH,21588,3,20,15,W,01:00 pm,03:40 pm,Oi-Man Kwok (P)
EPSY,637,QUAL GROUNDED THRY METH,14094,3,0,0,T,04:30 pm,07:30 pm,Laura M. Stough (P)
EPSY,640,EXPER DESIGN IN ED I,11323,3,46,33,R,05:30 pm,08:10 pm,TBA
EPSY,640,EXPER DESIGN IN ED I,20039,3,15,0,R,01:10 pm,03:50 pm,Wen Luo (P)
EPSY,640,EXPER DESIGN IN ED I,28801,3,15,7,T,07:00 pm,10:00 pm,TBA
EPSY,641,EXPER DESIGN IN ED II,11324,3,23,11,TR,03:55 pm,05:10 pm,Robert Hall (P)
EPSY,643,APPLIED MULT METHODS,11325,3,10,-2,R,09:35 am,12:05 pm,TBA
EPSY,646,ISUES IN CHLD & ADLSNT,11326,3,20,16,T,12:40 pm,03:00 pm,Joyce E. Juntune (P)
EPSY,647,LIFESPAN DEVELOPMENT,19000,3,20,6,M,12:40 pm,03:30 pm,Jeffrey Liew (P)
EPSY,651,THEORY OF STRUCT EQ MOD,19599,3,20,-3,R,09:35 am,12:15 pm,Myeongsun Yoon (P)
EPSY,652,THEORY OF HLM,19001,3,0,0,M,01:00 pm,03:40 pm,Wen Luo (P)
EPSY,653,ADVANCED STRUC EQU MODEL,19002,3,0,-13,W,09:00 am,11:40 am,Oi-Man Kwok (P)
EPSY,682,SEMINAR IN EPSY,16667,1,15,11,M,04:00 pm,06:00 pm,William Rae (P)
EPSY,683,FIELD PRACTICUM IN,23358,15-Jan,2,0,,TBA,TBA,Robert S. Woodward (P)
EPSY,684,PROFESS INTERNSHIP,14943,4-Jan,0,0,,TBA,TBA,TBA
EPSY,684,PROFESS INTERNSHIP,23145,4-Jan,1,1,,TBA,TBA,Bruce Thompson (P)
EPSY,685,DIRECTED STUDIES,20705,4-Jan,10,10,,TBA,TBA,Xiaohui Yue (P)
EPSY,685,DIRECTED STUDIES,26437,4-Jan,5,4,,TBA,TBA,Steven Woltering (P)
EPSY,685,DIRECTED STUDIES,15992,4-Jan,0,0,,TBA,TBA,Yolanda Padron (P)
EPSY,685,DIRECTED STUDIES,23306,4-Jan,1,1,,TBA,TBA,Bruce Thompson (P)
EPSY,685,DIRECTED STUDIES,18923,4-Jan,5,5,,TBA,TBA,Ernest Goetz (P)
EPSY,685,DIRECTED STUDIES,18901,4-Jan,5,4,,TBA,TBA,Joyce E. Juntune (P)
EPSY,685,DIRECTED STUDIES,14907,4-Jan,5,5,,TBA,TBA,Jeffrey Liew (P)
EPSY,685,DIRECTED STUDIES,18674,4-Jan,10,10,,TBA,TBA,Laura M. Stough (P)
EPSY,685,DIRECTED STUDIES: IN-ABSENTIA,16357,4-Jan,0,0,,TBA,TBA,Laura M. Stough (P)
EPSY,685,DIRECTED STUDIES: IN-ABSENTIA,20906,4-Jan,1,1,,TBA,TBA,Cynthia Riccio (P)
EPSY,691,RESEARCH,14367,23-Jan,5,4,,TBA,TBA,Wen Luo (P)
EPSY,691,RESEARCH,16068,23-Jan,5,4,,TBA,TBA,Myeongsun Yoon (P)
EPSY,691,RESEARCH,14364,23-Jan,5,1,,TBA,TBA,Oi-Man Kwok (P)
EPSY,691,RESEARCH,14459,23-Jan,5,4,,TBA,TBA,Jennifer Ganz (P)
EPSY,691,RESEARCH,14458,23-Jan,5,4,,TBA,TBA,Mack Burke (P)
EPSY,691,RESEARCH,14464,23-Jan,5,3,,TBA,TBA,Kimberly Vannest (P)
EPSY,691,RESEARCH,14368,23-Jan,5,5,,TBA,TBA,Yolanda Padron (P)
EPSY,691,RESEARCH,20744,23-Jan,5,5,,TBA,TBA,Lisa Perrott (P)
EPSY,691,RESEARCH,18589,23-Jan,5,5,,TBA,TBA,Shanna Burke (P)
EPSY,691,RESEARCH,14371,23-Jan,5,5,,TBA,TBA,Bruce Thompson (P)
EPSY,691,RESEARCH,14365,23-Jan,0,0,,TBA,TBA,Rafael Lara-Alecio (P)
EPSY,691,RESEARCH,14373,23-Jan,5,5,,TBA,TBA,Victor Willson (P)
EPSY,691,RESEARCH,14363,23-Jan,5,5,,TBA,TBA,Robert Hall (P)
EPSY,691,RESEARCH,14372,23-Jan,0,0,,TBA,TBA,Fuhui Tong (P)
EPSY,691,RESEARCH,14374,23-Jan,0,0,,TBA,TBA,Myeongsun Yoon (P)
EPSY,691,RESEARCH,15533,23-Jan,5,5,,TBA,TBA,Dan Zhang (P)
EPSY,691,RESEARCH,15578,23-Jan,10,8,,TBA,TBA,Joyce E. Juntune (P)
EPSY,691,RESEARCH,14366,23-Jan,5,5,,TBA,TBA,Jeffrey Liew (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14472,23-Jan,0,0,,TBA,TBA,Kimberly Vannest (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14380,23-Jan,5,5,,TBA,TBA,Yolanda Padron (P)
EPSY,691,RESEARCH: IN-ABSENTIA,20981,23-Jan,1,0,,TBA,TBA,Jeffrey Liew (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14470,23-Jan,0,0,,TBA,TBA,Shanna Burke (P)
EPSY,691,RESEARCH: IN-ABSENTIA,15448,23-Jan,5,5,,TBA,TBA,Joyce E. Juntune (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14383,23-Jan,0,0,,TBA,TBA,Myeongsun Yoon (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14471,23-Jan,0,0,,TBA,TBA,Fuhui Tong (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14381,23-Jan,5,5,,TBA,TBA,Laura M. Stough (P)
EPSY,691,RESEARCH: IN-ABSENTIA,14382,23-Jan,5,5,,TBA,TBA,Bruce Thompson (P)
ESET,210,CIRCUIT ANALYSIS,24771,4,20,0,MW,04:10 pm,05:25 pm,Walter Buchanan (P)
ESET,210,CIRCUIT ANALYSIS,24771,4,20,0,W,08:00 am,10:40 am,Walter Buchanan
ESET,210,CIRCUIT ANALYSIS,24772,4,18,5,MW,04:10 pm,05:25 pm,Walter Buchanan (P)
ESET,210,CIRCUIT ANALYSIS,24772,4,18,5,M,08:00 am,10:40 am,Walter Buchanan
ESET,210,CIRCUIT ANALYSIS,24773,4,0,0,MW,04:10 pm,05:25 pm,Walter Buchanan (P)
ESET,210,CIRCUIT ANALYSIS,24773,4,0,0,F,01:50 pm,04:30 pm,Walter Buchanan
ESET,211,PWR SYS & CIRCUIT APP,24774,3,18,9,TR,09:35 am,10:25 am,Walter Buchanan (P)
ESET,211,PWR SYS & CIRCUIT APP,24774,3,18,9,W,03:55 pm,06:35 pm,Jiayuan Zhang
ESET,211,PWR SYS & CIRCUIT APP,24775,3,18,13,TR,09:35 am,10:25 am,Walter Buchanan (P)
ESET,211,PWR SYS & CIRCUIT APP,24775,3,18,13,R,04:30 pm,07:10 pm,Jiayuan Zhang
ESET,211,PWR SYS & CIRCUIT APP,24776,3,0,0,M,04:30 pm,07:10 pm,Jiayuan Zhang
ESET,211,PWR SYS & CIRCUIT APP,24776,3,0,0,TR,09:35 am,10:25 am,Walter Buchanan (P)
ESET,219,DIGITAL ELECTRONICS,24778,4,18,2,TR,11:10 am,12:25 pm,Joseph Morgan (P)
ESET,219,DIGITAL ELECTRONICS,24778,4,18,2,T,05:30 pm,08:10 pm,Joseph Morgan
ESET,219,DIGITAL ELECTRONICS,24780,4,18,6,TR,11:10 am,12:25 pm,Joseph Morgan (P)
ESET,219,DIGITAL ELECTRONICS,24780,4,18,6,F,08:00 am,10:40 am,Joseph Morgan
ESET,219,DIGITAL ELECTRONICS,24782,4,0,-1,TR,11:10 am,12:25 pm,Joseph Morgan (P)
ESET,219,DIGITAL ELECTRONICS,24782,4,0,-1,R,04:50 pm,07:30 pm,Joseph Morgan
ESET,269,EMBEDDED SYS DEV IN C,24783,3,18,-2,MW,03:00 pm,03:50 pm,Adam J. Burke (P)
ESET,269,EMBEDDED SYS DEV IN C,24783,3,18,-2,W,11:30 am,02:10 pm,Adam J. Burke
ESET,269,EMBEDDED SYS DEV IN C,24785,3,18,7,MW,03:00 pm,03:50 pm,Adam J. Burke (P)
ESET,269,EMBEDDED SYS DEV IN C,24785,3,18,7,M,08:00 am,10:40 am,Adam J. Burke
ESET,269,EMBEDDED SYS DEV IN C,24768,3,0,0,MW,03:00 pm,03:50 pm,Adam J. Burke (P)
ESET,269,EMBEDDED SYS DEV IN C,24768,3,0,0,M,11:30 am,02:10 pm,Adam J. Burke
ESET,315,LOCAL METRO AREA NETWORK,24777,4,16,1,MWF,10:20 am,11:10 am,Ana Goulart (P)
ESET,315,LOCAL METRO AREA NETWORK,24777,4,16,1,T,03:55 pm,06:35 pm,Ana Goulart
ESET,315,LOCAL METRO AREA NETWORK,24787,4,16,7,MWF,10:20 am,11:10 am,Ana Goulart (P)
ESET,315,LOCAL METRO AREA NETWORK,24787,4,16,7,W,03:00 pm,05:40 pm,Ana Goulart
ESET,315,LOCAL METRO AREA NETWORK,24792,4,0,0,MWF,10:20 am,11:10 am,Ana Goulart (P)
ESET,315,LOCAL METRO AREA NETWORK,24792,4,0,0,F,03:55 pm,06:35 pm,Ana Goulart
ESET,319,ENGINEERING LEADERSHIP,28603,3,16,8,TR,12:45 pm,01:35 pm,Behbood Zoghi (P)
ESET,319,ENGINEERING LEADERSHIP,28603,3,16,8,TR,01:36 pm,02:00 pm,Behbood Zoghi (P)
ESET,319,ENGINEERING LEADERSHIP,28603,3,16,8,R,02:20 pm,04:10 pm,TBA
ESET,319,ENGINEERING LEADERSHIP,28610,3,0,0,TR,12:45 pm,01:35 pm,TBA
ESET,319,ENGINEERING LEADERSHIP,28610,3,0,0,TR,01:36 pm,02:00 pm,TBA
ESET,319,ENGINEERING LEADERSHIP,28610,3,0,0,T,02:20 pm,04:10 pm,TBA
ESET,329,SIX SIGMA & APPL STAT,24795,3,18,2,TR,12:45 pm,01:35 pm,Wei Zhan (P)
ESET,329,SIX SIGMA & APPL STAT,24795,3,18,2,T,03:55 pm,06:35 pm,Wei Zhan
ESET,329,SIX SIGMA & APPL STAT,26045,3,18,3,TR,12:45 pm,01:35 pm,Wei Zhan (P)
ESET,329,SIX SIGMA & APPL STAT,26045,3,18,3,W,11:10 am,01:50 pm,Arun Gopalakrishna
ESET,333,PRODUCT DEVELOPMENT,24799,3,18,0,M,01:50 pm,04:30 pm,Matthew J. Leonard
ESET,333,PRODUCT DEVELOPMENT,24799,3,18,0,W,03:00 pm,04:40 pm,Matthew J. Leonard (P)
ESET,333,PRODUCT DEVELOPMENT,24801,3,18,4,M,04:30 pm,07:10 pm,Matthew J. Leonard
ESET,333,PRODUCT DEVELOPMENT,24801,3,18,4,W,03:00 pm,04:40 pm,Matthew J. Leonard (P)
ESET,349,MICROCONTROLLER ARCH,24803,4,18,14,MWF,01:50 pm,02:40 pm,Gang Sun (P)
ESET,349,MICROCONTROLLER ARCH,24803,4,18,14,M,11:10 am,01:50 pm,Gang Sun
ESET,349,MICROCONTROLLER ARCH,24804,4,18,2,MWF,01:50 pm,02:40 pm,Gang Sun (P)
ESET,349,MICROCONTROLLER ARCH,24804,4,18,2,R,04:30 pm,07:10 pm,Gang Sun
ESET,349,MICROCONTROLLER ARCH,24807,4,0,0,MWF,01:50 pm,02:40 pm,Gang Sun (P)
ESET,349,MICROCONTROLLER ARCH,24807,4,0,0,M,04:30 pm,07:10 pm,Gang Sun
ESET,350,ANALOG ELECTRONICS,24809,4,18,-2,TR,11:10 am,12:25 pm,Jay R. Porter (P)
ESET,350,ANALOG ELECTRONICS,24809,4,18,-2,R,04:30 pm,07:10 pm,Arash Torkan
ESET,350,ANALOG ELECTRONICS,24808,4,18,-2,TR,11:10 am,12:25 pm,Jay R. Porter (P)
ESET,350,ANALOG ELECTRONICS,24808,4,18,-2,F,04:30 pm,07:10 pm,Arash Torkan
ESET,350,ANALOG ELECTRONICS,27548,4,0,0,,TBA,TBA,Arash Torkan
ESET,352,ELECTRONICS TEST I,24806,4,16,-1,TR,12:45 pm,02:00 pm,Rainer J. Fink (P)
ESET,352,ELECTRONICS TEST I,24806,4,16,-1,R,09:35 am,12:15 pm,Rainer J. Fink
ESET,352,ELECTRONICS TEST I,24805,4,16,0,TR,12:45 pm,02:00 pm,Rainer J. Fink (P)
ESET,352,ELECTRONICS TEST I,24805,4,16,0,F,01:50 pm,04:30 pm,Rainer J. Fink
ESET,355,EMAG & HIGH FREQ SYSTEMS,24765,4,18,-1,M,10:20 am,01:00 pm,Jay R. Porter
ESET,355,EMAG & HIGH FREQ SYSTEMS,24765,4,18,-1,TR,08:00 am,09:15 am,Jay R. Porter (P)
ESET,355,EMAG & HIGH FREQ SYSTEMS,24769,4,18,-1,TR,08:00 am,09:15 am,Jay R. Porter (P)
ESET,355,EMAG & HIGH FREQ SYSTEMS,24769,4,18,-1,W,12:00 pm,02:40 pm,Jay R. Porter
ESET,359,ELEC INSTRUMENTATION,24779,4,18,2,M,10:00 am,12:40 pm,Jiayuan Zhang
ESET,359,ELEC INSTRUMENTATION,24779,4,18,2,TR,02:20 pm,03:35 pm,Wei Zhan (P)
ESET,359,ELEC INSTRUMENTATION,24781,4,18,-1,TR,02:20 pm,03:35 pm,Wei Zhan (P)
ESET,359,ELEC INSTRUMENTATION,24781,4,18,-1,F,10:00 am,12:40 pm,Jiayuan Zhang
ESET,369,EMBEDDED SYSTEMS SOFTWAR,24784,4,18,2,MWF,09:10 am,10:00 am,Gang Sun (P)
ESET,369,EMBEDDED SYSTEMS SOFTWAR,24784,4,18,2,F,03:50 pm,06:30 pm,Gang Sun
ESET,369,EMBEDDED SYSTEMS SOFTWAR,24786,4,18,-1,MWF,09:10 am,10:00 am,Gang Sun (P)
ESET,369,EMBEDDED SYSTEMS SOFTWAR,24786,4,18,-1,T,01:50 pm,04:30 pm,Gang Sun
ESET,369,EMBEDDED SYSTEMS SOFTWAR,24788,4,0,0,MWF,09:10 am,10:00 am,Gang Sun (P)
ESET,369,EMBEDDED SYSTEMS SOFTWAR,24788,4,0,0,W,05:00 pm,07:40 pm,Gang Sun
ESET,415,ADV NETWORK SYS & SECUR,24789,3,18,0,MW,08:00 am,08:50 am,Ana Goulart (P)
ESET,415,ADV NETWORK SYS & SECUR,24789,3,18,0,M,03:55 pm,06:35 pm,Arun Gopalakrishna
ESET,415,ADV NETWORK SYS & SECUR,24790,3,18,0,MW,08:00 am,08:50 am,Ana Goulart (P)
ESET,415,ADV NETWORK SYS & SECUR,24790,3,18,0,R,03:55 pm,06:35 pm,Arun Gopalakrishna
ESET,419,ENGR TECH CAPSTONE I,24791,3,0,0,MW,04:10 pm,05:25 pm,Joseph Morgan (P)
ESET,420,ENGR TECH CAPSTONE II,24802,2,36,4,F,04:10 pm,10:00 pm,Harley M. Willey (P)
ESET,455,WIRELESS TRNSMISSION SYS,24794,4,18,-1,MWF,12:40 pm,01:30 pm,John C. Bosshard (P)
ESET,455,WIRELESS TRNSMISSION SYS,24794,4,18,-1,F,01:50 pm,04:30 pm,John C. Bosshard
ESET,455,WIRELESS TRNSMISSION SYS,24796,4,18,2,MWF,12:40 pm,01:30 pm,John C. Bosshard (P)
ESET,455,WIRELESS TRNSMISSION SYS,24796,4,18,2,R,09:35 am,12:15 pm,John C. Bosshard
ESET,462,CONTROL SYSTEMS,24797,4,18,7,TR,11:10 am,12:25 pm,Xingyong Song (P)
ESET,462,CONTROL SYSTEMS,24797,4,18,7,W,10:00 am,12:40 pm,Xingyong Song
ESET,462,CONTROL SYSTEMS,24798,4,18,-1,TR,11:10 am,12:25 pm,Xingyong Song (P)
ESET,462,CONTROL SYSTEMS,24798,4,18,-1,T,05:50 pm,08:30 pm,Xingyong Song
ESSM,102,INTRO NAT RESC & ECOSYS,17563,1,40,35,R,12:45 pm,01:35 pm,Robert W. Knight (P)
ESSM,201,EXPLORE ECOSYS SCI & MGT,17564,1,80,44,W,08:00 am,08:50 am,Merwyn Kothmann (P)
ESSM,203,HNR-FOREST TREES OF N AMER,20499,3,1,1,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,HNR-FOREST TREES OF N AMER,20499,3,1,1,M,03:00 pm,04:50 pm,Carol Loopstra
ESSM,203,HNR-FOREST TREES OF N AMER,20530,3,1,1,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,HNR-FOREST TREES OF N AMER,20530,3,1,1,W,03:00 pm,04:50 pm,Carol Loopstra
ESSM,203,HNR-FOREST TREES OF N AMER,22944,3,1,1,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,HNR-FOREST TREES OF N AMER,22944,3,1,1,R,09:35 am,11:25 am,Carol Loopstra
ESSM,203,FOREST TREES OF N AMER,16662,3,22,2,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,FOREST TREES OF N AMER,16662,3,22,2,T,12:45 pm,02:35 pm,Carol Loopstra
ESSM,203,FOREST TREES OF N AMER,16660,3,21,0,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,FOREST TREES OF N AMER,16660,3,21,0,M,03:00 pm,04:50 pm,Carol Loopstra
ESSM,203,FOREST TREES OF N AMER,16661,3,22,-1,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,FOREST TREES OF N AMER,16661,3,22,-1,W,03:00 pm,04:50 pm,Carol Loopstra
ESSM,203,FOREST TREES OF N AMER,20179,3,14,-4,MW,01:50 pm,02:40 pm,Carol Loopstra (P)
ESSM,203,FOREST TREES OF N AMER,20179,3,14,-4,R,09:35 am,11:25 am,Carol Loopstra
ESSM,302,HNR-WILDLAND PLANTS N AMER,20463,3,0,-1,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,HNR-WILDLAND PLANTS N AMER,20463,3,0,-1,W,01:00 pm,02:50 pm,Robert W. Knight
ESSM,302,HNR-WILDLAND PLANTS N AMER,20500,3,0,0,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,HNR-WILDLAND PLANTS N AMER,20500,3,0,0,W,03:00 pm,04:50 pm,Robert W. Knight
ESSM,302,WILDLAND PLANTS N AMER,17565,3,17,0,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,WILDLAND PLANTS N AMER,17565,3,17,0,M,01:00 pm,02:50 pm,Robert W. Knight
ESSM,302,WILDLAND PLANTS N AMER,17566,3,17,0,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,WILDLAND PLANTS N AMER,17566,3,17,0,M,03:00 pm,04:50 pm,Robert W. Knight
ESSM,302,WILDLAND PLANTS N AMER,17567,3,16,-1,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,WILDLAND PLANTS N AMER,17567,3,16,-1,W,01:00 pm,02:50 pm,Robert W. Knight
ESSM,302,WILDLAND PLANTS N AMER,17568,3,17,0,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,WILDLAND PLANTS N AMER,17568,3,17,0,W,03:00 pm,04:50 pm,Robert W. Knight
ESSM,302,WILDLAND PLANTS N AMER,20202,3,17,-1,MW,11:30 am,12:20 pm,Robert W. Knight (P)
ESSM,302,WILDLAND PLANTS N AMER,20202,3,17,-1,T,12:45 pm,02:35 pm,Robert W. Knight
ESSM,303,AGROSTOLOGY,17569,3,0,0,,TBA,TBA,TBA
ESSM,303,AGROSTOLOGY,17570,3,17,4,TR,03:10 pm,06:00 pm,Stephan Hatch
ESSM,303,AGROSTOLOGY,17570,3,17,4,T,09:35 am,10:25 am,Stephan Hatch (P)
