Room, startTime, endTime , days, capacity
MSTC 100, 10:20 am, 11:10 am, M,0
MSTC 100, 01:00 pm, 02:20 pm, TR,0
EQCT 100, 01:00 pm, 02:20 pm, MW,0
EQCT 100, 10:20 am, 11:10 am, M,0
PRPV 101, 03:00 pm, 04:50 pm, T,0
PRPV 101, 03:00 pm, 04:50 pm, R,0
KLCT 123, 03:00 pm, 03:50 pm, T,60
KLCT 123, 04:00 pm, 04:50 pm, T,60
KLCT 123, 03:00 pm, 04:50 pm, R,60
MSTC 100, 03:55 pm, 04:45 pm, T,67
MSTC 100, 04:55 pm, 05:45 pm, T,67
MSTC 100, 03:55 pm, 05:45 pm, R,67
KLCT 021A, 12:40 pm, 03:30 pm, M,12
KLCT 021A, 08:00 am, 08:50 am, TR,12
KLCT 113, 08:00 am, 08:50 am, TR,12
KLCT 113, 12:40 pm, 03:30 pm, W,12
KLCT 113, 12:00 pm, 02:50 pm, T,12
KLCT 113, 12:05 pm, 02:55 pm, R,12
KLCT 113, 03:00 pm, 05:50 pm, T,12
KLCT 113, 03:00 pm, 05:50 pm, R,12
KLCT 113, 09:10 am, 10:00 am, MWF,120
KLCT 400, 09:35 am, 10:50 am, TR,12
MSTC 100, 04:00 pm, 04:50 pm, MW,0
KLCT 123, 09:10 am, 10:00 am, MWF,15
KLCT 123, 12:40 pm, 02:40 pm, W,15
HPCT 102, 08:00 am, 08:50 am, MWF,15
HPCT 102, 01:00 pm, 02:50 pm, T,15
KLCT 123, 10:20 am, 11:10 am, MWF,6
KLCT 123, 12:40 pm, 02:40 pm, W,6
KLCT 123, 10:20 am, 11:10 am, MWF,8
KLCT 123, 03:00 pm, 05:00 pm, W,8
KLCT 123, 10:20 am, 11:10 am, MWF,2
KLCT 123, 12:40 pm, 02:40 pm, W,2
KLCT 123, 10:20 am, 11:10 am, MWF,4
KLCT 123, 03:00 pm, 05:00 pm, W,4
KLCT 021A, 09:10 am, 10:00 am, MW,20
KLCT 021A, 01:00 pm, 03:00 pm, R,20
KLCT 021A, 08:00 am, 08:50 am, MWF,15
KLCT 021A, 09:35 am, 10:25 am, TR,0
KLCT 021A, 12:40 pm, 02:30 pm, T,0
KLCT 016A, 12:40 pm, 02:30 pm, M,0
KLCT 016A, 09:35 am, 10:25 am, TR,0
KLCT 016A, 03:00 pm, 04:50 pm, M,0
KLCT 113, 09:35 am, 10:25 am, TR,0
KLCT 113, 03:00 pm, 04:50 pm, T,0
KLCT 113, 12:40 pm, 02:30 pm, W,0
KLCT 113, 12:40 pm, 02:30 pm, R,0
KLCT 113, 03:00 pm, 04:50 pm, R,0
KLCT 123, 11:10 am, 12:00 pm, TR,10
KLCT 123, 01:00 pm, 02:50 pm, T,10
KLCT 123, 03:00 pm, 04:50 pm, T,10
KLCT 123, 01:00 pm, 02:50 pm, R,10
KLCT 113, 01:00 pm, 01:50 pm, TR,0
KLCT 113, 01:50 pm, 02:50 pm, TR,0
KLCT 113, 01:00 pm, 01:50 pm, TR,127
KLCT 113, 01:50 pm, 02:50 pm, TR,127
KLCT 127, 10:20 am, 11:10 am, MW,40
KLCT 121, 08:00 am, 08:50 am, MWF,15
KLCT 121, 01:00 pm, 03:50 pm, W,15
KLCT 121, 01:00 pm, 03:50 pm, M,15
KLCT 127, 08:00 am, 09:15 am, TR,35
KLCT 200, 08:00 am, 09:15 am, TR,12
WEB, 09:35 am, 10:50 am, WEB,6
KLCT 123, 08:00 am, 09:15 am, T,12
KLCT 123, 09:35 am, 10:50 am, T,12
KLCT 123, 08:00 am, 09:15 am, R,12
KLCT 123, 09:35 am, 10:50 am, R,12
KLCT 121, 12:45 pm, 02:00 pm, T,12
PRPV 101, 01:00 pm, 04:00 pm, W,0
KLCT 021A, 11:30 am, 12:20 pm, MWF,22
KLCT 200, 10:20 am, 11:10 am, MWF,15
KLCT 300, 01:50 pm, 02:40 pm, MWF,0
KLCT 123, 03:00 pm, 04:15 pm, MW,25
KLCT 300, 11:30 am, 12:45 pm, MW,18
AGLS 117, 10:20 am, 11:10 am, MWF,20
KLCT 021A, 08:00 am, 08:50 am, MWF,18
KLCT 021A, 08:00 am, 09:15 am, TR,11
KLCT 400, 11:10 am, 12:25 pm, TR,6
KLCT 300, 11:10 am, 12:25 pm, TR,10
KLCT 127, 08:00 am, 09:15 am, TR,10
KLCT 200, 08:00 am, 09:15 am, TR,10
KLCT 300, 03:00 pm, 04:00 pm, M,10
KLCT 200, 04:00 pm, 05:00 pm, T,10
KLCT 021A, 09:10 am, 10:00 am, F,7
KLCT 400, 09:35 am, 10:50 am, TR,6
ANTH 237, 11:10 am, 12:25 pm, TR,30
HECC 209, 02:20 pm, 03:35 pm, TR,125
CHEN 102, 12:40 pm, 01:30 pm, MWF,60
RICH 106, 02:20 pm, 03:35 pm, TR,50
HECC 108, 11:10 am, 12:25 pm, TR,200
RICH 106, 11:10 am, 12:25 pm, TR,140
SCTS 208, 09:35 am, 10:50 am, TR,125
SCTS 208, 11:10 am, 12:25 pm, TR,125
HECC 105, 02:20 pm, 03:35 pm, TR,140
HECC 209, 12:45 pm, 02:00 pm, TR,125
RICH 101, 03:55 pm, 05:10 pm, TR,90
HECC 209, 08:00 am, 08:50 am, MWF,90
RICH 106, 03:00 pm, 03:50 pm, MWF,90
SCTS 208, 04:10 pm, 05:25 pm, MW,90
MILS 214, 01:50 pm, 02:40 pm, MWF,50
ARCC 205, 09:10 am, 10:00 am, MWF,30
EDCT 632, 10:20 am, 11:10 am, MWF,55
ANTH 237, 08:00 am, 09:15 am, TR,35
EABA 121, 02:15 pm, 03:30 pm, T,25
EABA 121, 09:10 am, 10:25 am, W,25
EABA 121, 11:00 am, 12:15 pm, W,25
EABA 121, 01:00 pm, 02:15 pm, W,25
EABA 121, 03:00 pm, 04:15 pm, W,25
EABA 121, 02:15 pm, 03:30 pm, R,25
EABA 121, 08:00 am, 09:15 am, F,25
EABA 121, 09:35 am, 10:50 am, F,25
EABA 121, 11:10 am, 12:25 pm, F,25
EABA 121, 12:45 pm, 02:00 pm, F,25
MILS 214, 03:55 pm, 05:10 pm, TR,50
HECC 105, 11:30 am, 12:20 pm, MWF,125
RICH 106, 09:35 am, 10:50 am, TR,140
ANTH 300, 12:45 pm, 03:45 pm, T,18
ANTH 300, 09:00 am, 12:00 pm, W,16
ANTH 300, 01:00 pm, 04:00 pm, W,18
ANTH 300, 12:45 pm, 03:45 pm, R,16
ANTH 130, 02:20 pm, 03:35 pm, TR,40
ANTH 237, 03:55 pm, 05:10 pm, TR,35
ANTH 130, 01:50 pm, 02:40 pm, M,24
ANTH 130, 12:45 pm, 02:00 pm, TR,30
PSYC 106, 03:55 pm, 05:10 pm, TR,100
LAAH 124, 11:10 am, 12:25 pm, TR,3
LAAH 124, 03:55 pm, 05:10 pm, TR,10
HECC 108, 01:50 pm, 02:40 pm, MWF,124
HECC 108, 03:00 pm, 03:50 pm, MWF,124
LAAH 124, 12:45 pm, 02:00 pm, TR,20
LAAH 124, 11:10 am, 12:25 pm, TR,17
MILS 214, 09:35 am, 10:50 am, TR,50
ANTH 237, 09:35 am, 10:50 am, TR,30
ANTH 130, 03:55 pm, 05:10 pm, TR,35
ANTH 130, 04:10 pm, 05:25 pm, MW,25
ANTH 237, 12:45 pm, 02:00 pm, TR,12
ANTH 130, 11:10 am, 12:25 pm, TR,30
ANTH 130, 09:35 am, 10:50 am, TR,30
ANTH 237, 02:20 pm, 03:35 pm, TR,20
ANTH 236, 09:00 am, 12:00 pm, F,10
ANTH 300B, 10:00 am, 11:15 am, MW,15
ANTH 300B, 03:45 pm, 05:00 pm, MW,12
ANTH 101, 02:00 pm, 05:00 pm, TR,12
ANTH 101, 09:00 am, 12:00 pm, W,12
ANTH 236, 09:00 am, 12:00 pm, R,12
ANTH 130, 09:00 am, 12:00 pm, M,10
ANTH 236, 09:00 am, 12:00 pm, T,12
ANTH 105, 02:00 pm, 05:00 pm, F,15
ANTH 130, 09:00 am, 12:00 pm, W,10
ANTH 236, 02:00 pm, 05:00 pm, R,12
ANTH 236, 02:00 pm, 05:00 pm, T,12
ANTH 236, 02:00 pm, 05:00 pm, W,12
ANTH 300B, 10:00 am, 11:15 am, MW,5
ANTH 236, 09:00 am, 12:00 pm, F,5
ACAD 227, 08:00 am, 08:50 am, MTWRF,20
ACAD 227, 09:10 am, 10:00 am, MTWRF,20
HRBB 115, 11:30 am, 12:20 pm, MTWRF,20
LAAH 264, 09:10 am, 10:00 am, MWF,20
HRBB 104, 10:20 am, 11:10 am, MWF,20
HRBB 104, 11:30 am, 12:20 pm, MWF,20
HRBB 104, 02:20 pm, 03:35 pm, TR,28
ARCC 207, 08:00 am, 08:50 am, MW,13
ARCC 207, 08:50 am, 10:40 am, MW,13
ARCC 207, 08:00 am, 10:40 am, F,13
ARCB 101, 02:20 pm, 03:35 pm, TR,180
ARCB 101, 09:35 am, 10:50 am, TR,15
ARCC 105, 12:45 pm, 02:00 pm, TR,15
ARCB 101, 09:35 am, 10:50 am, TR,25
ARCB 101, 09:35 am, 10:50 am, TR,100
ARCC 105, 12:45 pm, 02:00 pm, TR,25
ARCC 105, 12:45 pm, 02:00 pm, TR,100
ARCB 101, 12:45 pm, 02:00 pm, TR,15
ARCC 105, 09:35 am, 10:50 am, TR,15
ARCB 101, 12:45 pm, 02:00 pm, TR,25
ARCB 101, 12:45 pm, 02:00 pm, TR,100
ARCC 105, 09:35 am, 10:50 am, TR,25
ARCC 105, 09:35 am, 10:50 am, TR,100
ARCC 105, 05:45 pm, 06:35 pm, M,45
MPHY 204, 03:55 pm, 05:10 pm, TR,10
MPHY 204, 03:55 pm, 05:10 pm, TR,100
ARCC 111, 02:20 pm, 03:34 pm, TR,45
ARCC 111, 03:35 pm, 04:50 pm, TR,45
ARCC 207, 12:45 pm, 02:00 pm, TR,10
ARCC 207, 12:45 pm, 02:00 pm, TR,50
ARCC 105, 03:55 pm, 05:10 pm, TR,15
ARCC 105, 03:55 pm, 05:10 pm, TR,160
ARCA 348, 11:10 am, 12:25 pm, TR,25
ARCA 323, 11:10 am, 12:25 pm, TR,15
ARCA 323, 12:45 pm, 02:00 pm, TR,15
ARCA 402, 11:10 am, 12:25 pm, TR,15
ARCA 348, 09:35 am, 10:50 am, TR,30
ARCC 105, 02:20 pm, 03:35 pm, TR,20
ARCC 105, 02:20 pm, 03:35 pm, TR,160
RICH 101, 11:30 am, 12:20 pm, F,45
ARCC 105, 05:45 pm, 06:35 pm, M,30
ARCC 207, 01:50 pm, 02:40 pm, MW,48
ARCC 207, 03:00 pm, 06:20 pm, MW,48
ARCC 207, 01:50 pm, 05:10 pm, F,48
ARCC 207, 01:50 pm, 02:40 pm, MW,0
ARCC 207, 03:00 pm, 06:20 pm, MW,0
ARCC 207, 01:50 pm, 05:10 pm, F,0
ARCA 402, 09:35 am, 10:50 am, TR,15
ARCA 403, 11:10 am, 12:25 pm, TR,15
ARCC 207, 09:35 am, 10:50 am, TR,50
ARCA 323, 08:00 am, 09:15 am, TR,22
ARCA 402, 12:45 pm, 02:00 pm, TR,12
ARCA 403, 02:20 pm, 03:35 pm, TR,0
ARCA 403, 05:30 pm, 08:00 pm, R,12
SCC 4.102B, 12:45 pm, 02:00 pm, TR,15
SCC 4.210F, 03:55 pm, 05:10 pm, TR,15
ARCC 205, 11:10 am, 12:25 pm, TR,25
ARCA 302, 12:45 pm, 02:00 pm, TR,0
ARCA 402, 02:20 pm, 03:35 pm, TR,10
ARCA 402, 05:30 pm, 08:00 pm, T,8
ARCA 302, 11:10 am, 12:25 pm, TR,15
ARCA 403, 09:35 am, 10:50 am, T,15
RICH 101, 11:30 am, 12:20 pm, F,35
ARCA 346, 11:10 am, 12:25 pm, TR,12
ARCA 346, 02:20 pm, 03:35 pm, TR,12
ARCA 403, 12:45 pm, 02:00 pm, TR,12
ARCA 303, 03:55 pm, 05:10 pm, TR,12
ARCC 109A, 04:10 pm, 05:50 pm, F,18
SCC 4.102B, 11:30 am, 01:10 pm, F,18
ARCC 111, 03:00 pm, 04:40 pm, F,20
ARCC 109A, 01:30 pm, 03:10 pm, F,18
SCC 4.114, 11:30 am, 01:10 pm, M,18
SCC 4.114, 11:30 am, 01:10 pm, W,18
ARCC 111, 03:00 pm, 04:40 pm, M,20
ARCC 111, 03:00 pm, 04:40 pm, W,20
ARCB 101, 01:50 pm, 02:40 pm, MWF,140
ARCB 101, 10:20 am, 11:10 am, MWF,15
ARCB 101, 12:40 pm, 01:30 pm, MWF,15
ARCB 101, 10:20 am, 11:10 am, MWF,40
ARCB 101, 10:20 am, 11:10 am, MWF,100
ARCB 101, 12:40 pm, 01:30 pm, MWF,40
ARCB 101, 12:40 pm, 01:30 pm, MWF,100
SCC 4.114, 09:10 am, 10:00 am, MW,22
SCC 4.114, 10:01 am, 11:15 am, MW,22
ARCC 109A, 08:00 am, 08:50 am, TR,20
ARCC 109A, 08:51 am, 10:30 am, TR,20
ARCC 109A, 12:40 pm, 01:30 pm, MW,20
ARCC 109A, 01:31 pm, 03:10 pm, MW,20
ARCC 109A, 07:00 pm, 07:50 pm, MW,0
ARCC 109A, 07:51 pm, 09:30 pm, MW,0
ARCC 109A, 05:30 pm, 06:20 pm, TR,20
ARCC 109A, 06:21 pm, 08:00 pm, TR,20
RDMC 016, 02:20 pm, 03:10 pm, TR,10
RDMC 016, 03:11 pm, 04:50 pm, TR,10
ARCC 304CB, 05:45 pm, 06:35 pm, MW,20
ARCC 304CB, 06:36 pm, 07:50 pm, MW,20
ARCC 109A, 10:20 am, 11:10 am, MW,18
ARCC 109A, 11:11 am, 12:00 pm, MW,18
ARCC 109A, 10:20 am, 12:00 pm, F,18
ARCC 109A, 04:10 pm, 05:00 pm, MW,18
ARCC 109A, 05:01 pm, 06:40 pm, MW,18
ARCC 109A, 11:10 am, 12:00 pm, TR,18
ARCC 109A, 12:01 pm, 01:40 pm, TR,18
ARCC 109A, 08:00 am, 08:50 am, MW,18
ARCC 109A, 08:51 am, 09:40 am, MW,18
ARCC 109A, 08:00 am, 09:40 am, F,18
ARCC 305, 10:20 am, 11:10 am, MWF,30
ARCB 101, 03:00 pm, 03:50 pm, MWF,20
ARCB 101, 03:00 pm, 03:50 pm, MWF,50
ARCB 101, 03:00 pm, 03:50 pm, MWF,150
ARCA 346, 04:10 pm, 05:25 pm, MW,15
ARCA 119, 01:50 pm, 02:40 pm, MW,18
ARCA 119, 02:41 pm, 03:30 pm, MW,18
ARCA 119, 01:50 pm, 03:30 pm, F,18
ARCC 109A, 02:20 pm, 03:10 pm, TR,18
ARCC 109A, 03:11 pm, 04:50 pm, TR,18
MILS 110, 03:55 pm, 05:10 pm, TR,5
SCTS 215, 11:10 am, 12:25 pm, TR,5
MPHY 213, 12:45 pm, 02:00 pm, TR,48
MPHY 204, 09:35 am, 10:50 am, TR,120
MPHY 205, 10:20 am, 11:10 am, MWF,120
MPHY 205, 07:00 pm, 08:15 pm, T,120
MPHY 204, 11:10 am, 12:25 pm, TR,120
MPHY 205, 11:30 am, 12:20 pm, MWF,120
MPHY 203, 02:20 pm, 03:35 pm, TR,0
OBSV 106, 07:30 pm, 10:30 pm, M,40
OBSV 106, 07:30 pm, 10:30 pm, T,40
OBSV 106, 07:30 pm, 10:30 pm, W,40
OBSV 106, 07:30 pm, 10:30 pm, R,40
MPHY 205, 04:10 pm, 05:25 pm, MW,10
MPHY 205, 04:10 pm, 05:25 pm, MW,116
MPHY 204, 05:30 pm, 06:45 pm, TR,0
MPHY 213, 04:10 pm, 05:25 pm, MW,20
MPHY 213, 11:10 am, 01:10 pm, T,20
MPHY 213, 08:00 pm, 10:00 pm, T,20
MPHY 213, 09:10 am, 11:10 am, W,20
MPHY 213, 08:00 pm, 10:00 pm, W,20
MPHY 213, 09:35 am, 10:50 am, TR,0
MPHY 107, 09:10 am, 10:00 am, MW,27
MPHY 107, 01:50 pm, 02:40 pm, MWF,28
MPHY 107, 09:35 am, 10:50 am, TR,18
MPHY 213, 03:55 pm, 04:55 pm, TR,45
HALB 101, 08:00 am, 09:15 am, TR,172
OM 103, 11:10 am, 12:25 pm, TR,69
OM 112, 01:50 pm, 02:40 pm, MWF,98
OM 103, 11:30 am, 12:20 pm, MWF,69
OM 103, 12:45 pm, 02:00 pm, TR,50
HALB 101, 03:00 pm, 03:50 pm, MWF,172
OM 110, 11:10 am, 12:25 pm, TR,60
OM 103, 10:20 am, 11:10 am, MWF,69
OM 110, 11:10 am, 12:25 pm, TR,0
OM 1107, 02:50 pm, 04:40 pm, M,25
OM 1107, 12:40 pm, 02:30 pm, M,25
OM 1201, 08:00 am, 09:50 am, T,25
OM 1107, 12:10 pm, 02:00 pm, T,25
OM 1107, 08:00 am, 09:50 am, W,25
OM 1107, 12:40 pm, 02:30 pm, W,25
OM 1107, 02:20 pm, 04:10 pm, R,25
OM 1201, 12:40 pm, 02:30 pm, F,20
OM 1107, 11:30 am, 12:20 pm, MW,25
OM 110, 10:20 am, 11:10 am, MW,25
OM 110, 12:40 pm, 02:40 pm, F,25
OM 110, 10:20 am, 12:20 pm, F,25
OM 1107, 09:00 am, 10:50 am, T,25
OM 1107, 09:00 am, 10:50 am, R,25
OM 110, 01:50 pm, 02:40 pm, MWF,42
OM 203, 09:10 am, 10:00 am, MWF,15
OM 203, 11:30 am, 12:20 pm, MW,15
OM 203, 09:10 am, 10:00 am, MWF,20
OM 203, 11:10 am, 12:00 pm, TR,20
CSA 303, 12:45 pm, 02:00 pm, TR,55
OM 203, 12:40 pm, 01:30 pm, MW,0
OM 203, 12:10 pm, 02:10 pm, R,0
OM 203, 12:40 pm, 01:30 pm, MW,20
OM 203, 10:20 am, 12:20 pm, F,20
OM 203, 08:00 am, 09:15 am, TR,34
OM 206, 02:20 pm, 03:35 pm, TR,15
OM 1209, 03:55 pm, 05:10 pm, TR,15
OM 1209, 02:20 pm, 03:35 pm, TR,25
OM 1209, 09:35 am, 10:50 am, TR,25
OM 1209, 10:00 am, 11:15 am, MW,25
OM 112, 04:10 pm, 05:25 pm, W,80
HELD 217, 10:30 am, 12:30 pm, R,16
HELD 217, 08:30 am, 09:20 am, M,16
HELD 217, 09:30 am, 10:20 am, WF,16
HELD 217, 10:00 am, 11:50 am, T,16
HELD 217, 09:30 am, 10:20 am, M,16
HELD 217, 08:30 am, 09:20 am, WF,16
HELD 217, 10:30 am, 12:20 pm, M,16
HELD 215, 09:30 am, 10:20 am, M,16
HELD 215, 08:30 am, 09:20 am, WF,16
HELD 217, 10:30 am, 12:20 pm, W,16
HELD 217, 06:30 pm, 09:30 pm, T,16
HELD 217, 08:15 am, 09:05 am, T,16
HELD 217, 08:15 am, 10:05 am, R,16
NGLE 104, 11:10 am, 12:00 pm, TR,1
NGLE 104, 02:30 pm, 04:00 pm, T,1
NGLE 104, 11:10 am, 12:00 pm, TR,0
NGLE 104, 02:45 pm, 04:15 pm, R,0
NGLE 104, 04:10 pm, 05:40 pm, T,0
NGLE 104, 04:25 pm, 05:55 pm, R,0
NGLE 104, 02:30 pm, 04:00 pm, T,0
SCTS 317, 03:00 pm, 03:50 pm, MW,10
SCTS 317, 12:45 pm, 02:35 pm, R,10
SCTS 317, 03:00 pm, 03:50 pm, MW,7
SCTS 317, 12:45 pm, 02:35 pm, R,7
SCTS 317, 03:00 pm, 03:50 pm, MW,13
SCTS 317, 03:00 pm, 04:50 pm, R,13
SCTS 317, 03:00 pm, 04:50 pm, R,7
SCTS 317, 11:30 am, 12:20 pm, MWF,50
SCTS 317, 10:20 am, 11:10 am, MWF,25
SCTS 317, 08:35 am, 10:50 am, T,25
SCTS 317, 08:35 am, 10:50 am, R,25
SCTS 317, 09:10 am, 10:00 am, MWF,52
SCTS 215, 08:00 am, 08:50 am, TR,10
SCTS 215, 01:50 pm, 03:40 pm, W,10
SCTS 215, 10:20 am, 11:10 am, MW,5
SCTS 215, 10:20 am, 12:10 pm, F,5
SCTS 215, 08:00 am, 08:50 am, MWF,10
AEPM 104, 11:10 am, 12:25 pm, TR,15
SCTS 215, 01:50 pm, 02:40 pm, MW,20
SCTS 215, 04:10 pm, 05:50 pm, W,20
CHEN 112, 12:45 pm, 02:00 pm, TR,20
SCTS 215, 11:30 am, 12:20 pm, MWF,10
SCTS 317, 12:40 pm, 01:30 pm, MWF,27
SCTS 215, 12:40 pm, 01:30 pm, MWF,25
SCTS 215, 08:00 am, 08:50 am, TR,25
SCTS 215, 01:50 pm, 03:40 pm, W,25
SCTS 215, 10:20 am, 11:10 am, MW,10
SCTS 215, 10:20 am, 12:10 pm, F,10
SCTS 215, 08:00 am, 08:50 am, MWF,25
KLCT 117, 10:20 am, 11:10 am, MW,5
KLCT 117, 08:00 am, 09:50 am, M,5
KLCT 117, 03:00 pm, 04:50 pm, T,5
AEPM 104, 11:10 am, 12:25 pm, TR,20
SCTS 208, 11:30 am, 12:20 pm, M,50
AEPM 203, 04:10 pm, 05:00 pm, W,25
SCTS 215, 09:35 am, 10:50 am, TR,10
SCTS 317, 04:10 pm, 05:00 pm, M,25
EDCT 408, 02:20 pm, 03:35 pm, MW,25
HFSB 102, 10:20 am, 11:10 am, MWF,96
HFSB 102, 05:30 pm, 06:45 pm, R,96
HFSB 102, 05:30 pm, 06:30 pm, R,96
HFSB 102, 05:30 pm, 06:30 pm, W,96
PETR 113, 09:35 am, 10:50 am, TR,5
PETR 113, 09:35 am, 10:50 am, TR,42
HFSB 102, 09:10 am, 10:00 am, MWF,6
HFSB 102, 07:00 pm, 08:00 pm, R,6
HFSB 102, 07:00 pm, 08:00 pm, W,6
HFSB 102, 09:10 am, 10:00 am, MWF,80
HFSB 102, 07:00 pm, 08:00 pm, R,80
HFSB 102, 07:00 pm, 08:00 pm, W,80
HFSB 102, 11:10 am, 12:25 pm, TR,75
PETR 208, 12:40 pm, 02:20 pm, T,24
PETR 208, 12:40 pm, 03:30 pm, R,24
PETR 208, 09:35 am, 11:05 am, T,24
PETR 208, 09:35 am, 12:25 pm, R,24
PETR 113, 04:10 pm, 05:00 pm, M,0
PETR 113, 03:55 pm, 04:45 pm, T,14
PETR 113, 03:55 pm, 04:45 pm, R,14
PETR 208, 03:00 pm, 03:50 pm, M,14
BICH 107, 03:00 pm, 03:50 pm, M,0
BICH 108, 03:00 pm, 03:50 pm, M,0
BICH 107, 04:10 pm, 05:00 pm, M,0
BICH 107, 12:40 pm, 01:30 pm, F,0
BICH 107, 08:00 am, 09:15 am, TR,80
BICH 107, 12:40 pm, 01:30 pm, MW,40
BICH 107, 02:20 pm, 03:10 pm, TR,40
BICH 108, 08:00 am, 08:50 am, MWF,32
BICH 108, 05:20 pm, 06:10 pm, M,32
BICH 108, 04:20 pm, 05:10 pm, T,32
BICH 108, 05:20 pm, 06:10 pm, W,32
BICH 108, 06:20 pm, 07:10 pm, M,32
BICH 108, 09:10 am, 10:00 am, MWF,32
BICH 108, 05:30 pm, 06:20 pm, T,32
BICH 108, 03:00 pm, 03:50 pm, W,32
BICH 108, 11:10 am, 12:25 pm, TR,32
BICH 108, 06:30 pm, 07:20 pm, T,32
BICH 108, 06:30 pm, 07:20 pm, R,32
BICH 108, 05:20 pm, 06:10 pm, R,32
BICH 108, 01:50 pm, 02:40 pm, MWF,32
BICH 108, 06:20 pm, 07:10 pm, R,32
BICH 108, 12:45 pm, 02:00 pm, TR,32
BICH 108, 04:20 pm, 05:10 pm, R,32
BICH 108, 05:30 pm, 06:20 pm, R,32
BICH 108, 12:40 pm, 01:30 pm, MWF,32
BICH 108, 04:20 pm, 05:10 pm, M,32
BICH 108, 06:20 pm, 07:10 pm, T,32
BICH 108, 06:20 pm, 07:10 pm, W,32
BICH 108, 03:55 pm, 05:10 pm, TR,32
BICH 108, 10:20 am, 11:10 am, MWF,32
BICH 108, 03:00 pm, 03:50 pm, M,32
BICH 108, 05:20 pm, 06:10 pm, T,32
BICH 108, 05:45 pm, 06:35 pm, M,32
BICH 108, 02:20 pm, 03:35 pm, TR,32
BICH 108, 04:20 pm, 05:10 pm, W,32
BICH 213, 09:10 am, 12:00 pm, M,28
BICH 213, 12:40 pm, 03:30 pm, M,28
BICH 213, 09:35 am, 12:25 pm, T,28
BICH 213, 01:20 pm, 04:10 pm, T,28
BICH 213, 09:10 am, 12:00 pm, W,28
BICH 213, 01:50 pm, 04:40 pm, W,28
BICH 213, 09:35 am, 12:25 pm, R,28
BICH 213, 01:20 pm, 04:10 pm, R,28
BICH 213, 09:10 am, 12:00 pm, F,0
CVE 219, 02:20 pm, 03:35 pm, TR,15
BICH 403, 04:30 pm, 06:00 pm, M,4
BICH 403, 09:35 am, 10:50 am, TR,4
BICH 107, 12:45 pm, 02:00 pm, TR,4
BICH 107, 04:30 pm, 06:00 pm, F,4
BICH 107, 09:35 am, 10:50 am, TR,25
BICH 107, 12:45 pm, 02:00 pm, TR,25
BICH 243, 09:10 am, 12:00 pm, MW,11
BICH 107, 09:10 am, 10:00 am, MWF,7
BICH 107, 03:30 pm, 05:00 pm, R,7
BICH 107, 11:30 am, 12:20 pm, MWF,7
BICH 107, 03:30 pm, 05:00 pm, T,7
BICH 107, 09:10 am, 10:00 am, MWF,40
BICH 107, 11:30 am, 12:20 pm, MWF,40
BICH 107, 11:10 am, 12:25 pm, TR,40
BICH 106, 11:30 am, 12:45 pm, MF,8
BICH 106, 01:00 pm, 02:30 pm, MF,8
BICH 106, 07:00 pm, 09:00 pm, T,16
BICH 106, 07:00 pm, 09:00 pm, T,10
BICH 221A, 03:55 pm, 05:10 pm, TR,15
BICH 106A, 11:10 am, 12:25 pm, TR,34
BICH 107, 08:00 am, 08:50 am, MWF,60
BICH 106A, 02:20 pm, 03:35 pm, TR,45
BICH 203, 03:00 pm, 05:00 pm, F,13
BICH 403, 07:00 pm, 09:00 pm, T,13
REYN 403, 12:00 pm, 01:00 pm, T,15
BICH 106, 07:00 pm, 09:00 pm, T,5
BICH 403, 12:00 pm, 01:00 pm, W,25
BICH 403, 01:00 pm, 02:00 pm, F,10
BICH 221A, 10:00 am, 12:00 pm, W,20
BICH 106A, 03:00 pm, 04:00 pm, F,25
BICH 106A, 12:00 pm, 01:00 pm, W,25
ILSB 3147, 11:30 am, 12:30 pm, W,25
CHEM 2101, 11:30 am, 12:30 pm, W,10
BICH 108, 04:00 pm, 05:00 pm, W,120
BICH 212, 01:50 pm, 02:50 pm, F,21
BICH 212, 03:30 pm, 04:30 pm, F,20
EDCT 614, 05:00 pm, 08:00 pm, W,10
NCTM 122, 01:30 pm, 02:20 pm, T,122
NCTM 122, 03:05 pm, 03:55 pm, T,122
NCTM 122, 08:35 am, 09:25 am, W,122
NCTM 122, 09:45 am, 10:35 am, W,122
NCTM 122, 01:30 pm, 02:20 pm, R,120
NCTM 122, 03:05 pm, 03:55 pm, R,120
VRB 423, 11:10 am, 12:25 pm, TR,0
VMA 329, 11:10 am, 12:25 pm, TR,0
VMS 210, 09:10 am, 10:00 am, MWF,0
VSAH 2004, 02:20 pm, 03:35 pm, TR,0
VMA 329, 12:45 pm, 02:00 pm, TR,30
NCTM 120, 10:20 am, 11:35 am, TR,0
HELD 304, 08:00 am, 10:50 am, M,9
HELD 304, 09:35 am, 10:50 am, TR,9
HELD 304, 11:30 am, 02:20 pm, M,24
HELD 304, 09:35 am, 10:50 am, TR,24
HELD 304, 03:00 pm, 05:50 pm, M,24
HELD 304, 06:30 pm, 09:20 pm, M,9
HELD 200, 09:35 am, 10:50 am, TR,9
HELD 200, 11:10 am, 02:00 pm, T,9
HELD 200, 09:35 am, 10:50 am, TR,24
HELD 200, 02:20 pm, 05:10 pm, T,24
HELD 200, 08:00 am, 10:50 am, W,24
HELD 200, 11:30 am, 02:20 pm, W,24
HELD 200, 03:00 pm, 05:50 pm, W,24
HELD 200, 06:30 pm, 09:20 pm, W,9
